match_no,inning,batting_team,bowling_team,ball_over,ball_result,bowler,batter,non_striker,shot_direction,player_out,dismissal_kind,fielders,batsman_runs,wide_runs,bye_runs,legbye_runs,noball_runs,extra_runs,total_runs
20,2,Janakpur Bolts,Chitwan Rhinos,11.6,1,Amar Routela,Anil Sah,Jan Nicol Loftie-Eaton,long on,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,12.1,2,Saif Zaib,Anil Sah,Jan Nicol Loftie-Eaton,deep mid wicket,,,,2,0,0,0,0,0,2
20,2,Janakpur Bolts,Chitwan Rhinos,12.2,2,Saif Zaib,Anil Sah,Jan Nicol Loftie-Eaton,extra covers,,,,2,0,0,0,0,0,2
20,2,Janakpur Bolts,Chitwan Rhinos,12.3,1,Saif Zaib,Anil Sah,Jan Nicol Loftie-Eaton,square,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,12.4,1,Saif Zaib,Jan Nicol Loftie-Eaton,Anil Sah,,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,12.5,1,Saif Zaib,Anil Sah,Jan Nicol Loftie-Eaton,deep mid wicket,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,12.6,0,Saif Zaib,Jan Nicol Loftie-Eaton,Anil Sah,,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,13.1,1,Amar Routela,Anil Sah,Jan Nicol Loftie-Eaton,long on,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,13.2,1,Amar Routela,Jan Nicol Loftie-Eaton,Anil Sah,long off,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,13.3,1,Amar Routela,Anil Sah,Jan Nicol Loftie-Eaton,long on,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,13.4,1,Amar Routela,Jan Nicol Loftie-Eaton,Anil Sah,point,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,13.5,1,Amar Routela,Anil Sah,Jan Nicol Loftie-Eaton,point,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,13.6,6,Amar Routela,Jan Nicol Loftie-Eaton,Anil Sah,,,,,6,0,0,0,0,0,6
20,2,Janakpur Bolts,Chitwan Rhinos,14.1,4,Ranjeet Kumar,Anil Sah,Jan Nicol Loftie-Eaton,fine leg,,,,4,0,0,0,0,0,4
20,2,Janakpur Bolts,Chitwan Rhinos,14.2,4,Ranjeet Kumar,Anil Sah,Jan Nicol Loftie-Eaton,square,,,,4,0,0,0,0,0,4
20,2,Janakpur Bolts,Chitwan Rhinos,14.3,0,Ranjeet Kumar,Anil Sah,Jan Nicol Loftie-Eaton,covers,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,14.4,1,Ranjeet Kumar,Anil Sah,Jan Nicol Loftie-Eaton,covers,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,14.5,1,Ranjeet Kumar,Jan Nicol Loftie-Eaton,Anil Sah,mid wicket,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,14.6,1,Ranjeet Kumar,Anil Sah,Jan Nicol Loftie-Eaton,mid on,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,15.1,1W,Sohail Tanvir,Anil Sah,Jan Nicol Loftie-Eaton,mid wicket,Jan Nicol Loftie-Eaton,run out,Saif Zaib/Sohail Tanvir,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,15.2,0,Sohail Tanvir,Anil Sah,Sanjay Krishnamurthi,covers,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,15.3,W,Sohail Tanvir,Anil Sah,Sanjay Krishnamurthi,deep square leg,Anil Sah,caught,Kushal Malla,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,15.4,1,Sohail Tanvir,Aaditya Mahata,Sanjay Krishnamurthi,extra covers,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,15.5,4,Sohail Tanvir,Sanjay Krishnamurthi,Aaditya Mahata,third man,,,,4,0,0,0,0,0,4
20,2,Janakpur Bolts,Chitwan Rhinos,15.6,0,Sohail Tanvir,Sanjay Krishnamurthi,Aaditya Mahata,point,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,16.1,4,Ranjeet Kumar,Aaditya Mahata,Sanjay Krishnamurthi,covers,,,,4,0,0,0,0,0,4
20,2,Janakpur Bolts,Chitwan Rhinos,16.2,1lb,Ranjeet Kumar,Aaditya Mahata,Sanjay Krishnamurthi,short fine leg,,,,0,0,0,1,0,1,1
20,2,Janakpur Bolts,Chitwan Rhinos,16.3,1,Ranjeet Kumar,Sanjay Krishnamurthi,Aaditya Mahata,long on,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,16.4,1,Ranjeet Kumar,Aaditya Mahata,Sanjay Krishnamurthi,backward square leg,,,,1,0,0,0,0,0,1
20,2,Janakpur Bolts,Chitwan Rhinos,16.5,0,Ranjeet Kumar,Sanjay Krishnamurthi,Aaditya Mahata,covers,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,16.6,0,Ranjeet Kumar,Sanjay Krishnamurthi,Aaditya Mahata,covers,,,,0,0,0,0,0,0,0
20,2,Janakpur Bolts,Chitwan Rhinos,17.1,6,Sohail Tanvir,Aaditya Mahata,Sanjay Krishnamurthi,deep mid wicket,,,,6,0,0,0,0,0,6
20,2,Janakpur Bolts,Chitwan Rhinos,17.2,2,Sohail Tanvir,Aaditya Mahata,Sanjay Krishnamurthi,third man,,,,2,0,0,0,0,0,2
20,2,Janakpur Bolts,Chitwan Rhinos,17.3,4,Sohail Tanvir,Aaditya Mahata,Sanjay Krishnamurthi,,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,0.1,4,Bipin Sharma,Kushal Bhurtel,Adam Rossington,fine leg,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,0.2,0,Bipin Sharma,Kushal Bhurtel,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,0.3,0,Bipin Sharma,Kushal Bhurtel,Adam Rossington,covers,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,0.4,0,Bipin Sharma,Kushal Bhurtel,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,0.5,0,Bipin Sharma,Kushal Bhurtel,Adam Rossington,mid wicket,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,0.6,0,Bipin Sharma,Kushal Bhurtel,Adam Rossington,covers,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,1.1,0,Nandan Yadav,Adam Rossington,Kushal Bhurtel,point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,1.2,0,Nandan Yadav,Adam Rossington,Kushal Bhurtel,mid wicket,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,1.3,1,Nandan Yadav,Adam Rossington,Kushal Bhurtel,point,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,1.4,0,Nandan Yadav,Kushal Bhurtel,Adam Rossington,short third man,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,1.5,0,Nandan Yadav,Kushal Bhurtel,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,1.6,6,Nandan Yadav,Kushal Bhurtel,Adam Rossington,point,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,2.1,0,Bipin Sharma,Adam Rossington,Kushal Bhurtel,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,2.2,6,Bipin Sharma,Adam Rossington,Kushal Bhurtel,,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,2.3,4,Bipin Sharma,Adam Rossington,Kushal Bhurtel,backward square leg,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,2.4,4,Bipin Sharma,Adam Rossington,Kushal Bhurtel,deep square leg,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,2.5,0,Bipin Sharma,Adam Rossington,Kushal Bhurtel,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,2.6,0,Bipin Sharma,Adam Rossington,Kushal Bhurtel,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,3.1,0,Sompal Kami,Kushal Bhurtel,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,3.2,4,Sompal Kami,Kushal Bhurtel,Adam Rossington,mid on,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,3.3,0,Sompal Kami,Kushal Bhurtel,Adam Rossington,backward point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,3.4,0,Sompal Kami,Kushal Bhurtel,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,3.5,4,Sompal Kami,Kushal Bhurtel,Adam Rossington,short third man,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,3.6,0,Sompal Kami,Kushal Bhurtel,Adam Rossington,mid wicket,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,4.1,0,Mark Watt,Adam Rossington,Kushal Bhurtel,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,4.2,0,Mark Watt,Adam Rossington,Kushal Bhurtel,covers,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,4.3,1,Mark Watt,Adam Rossington,Kushal Bhurtel,short third man,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,4.4,0,Mark Watt,Kushal Bhurtel,Adam Rossington,covers,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,4.5,W,Mark Watt,Kushal Bhurtel,Adam Rossington,deep mid wicket,Kushal Bhurtel,caught,Nandan Yadav,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,4.6,1,Mark Watt,Jason Roy,Adam Rossington,square,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,5.1,1,Bipin Sharma,Jason Roy,Adam Rossington,mid off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,5.2,4,Bipin Sharma,Adam Rossington,Jason Roy,mid off,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,5.3,1,Bipin Sharma,Adam Rossington,Jason Roy,,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,5.4,2,Bipin Sharma,Jason Roy,Adam Rossington,backward point,,,,2,0,0,0,0,0,2
21,1,Pokhara Avengers,Karnali Yaks,5.5,0,Bipin Sharma,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,5.6,1,Bipin Sharma,Jason Roy,Adam Rossington,long on,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,6.1,0,Mark Watt,Jason Roy,Adam Rossington,backward point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,6.2,0,Mark Watt,Jason Roy,Adam Rossington,backward point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,6.3,4,Mark Watt,Jason Roy,Adam Rossington,extra covers,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,6.4,6,Mark Watt,Jason Roy,Adam Rossington,,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,6.5,0,Mark Watt,Jason Roy,Adam Rossington,short mid wicket,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,6.6,0,Mark Watt,Jason Roy,Adam Rossington,covers,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,7.1,0,Dipendra Rawat,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,7.2,1,Dipendra Rawat,Adam Rossington,Jason Roy,long off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,7.3,0,Dipendra Rawat,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,7.4,1,Dipendra Rawat,Jason Roy,Adam Rossington,deep mid wicket,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,7.5,0,Dipendra Rawat,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,7.6,1,Dipendra Rawat,Adam Rossington,Jason Roy,long off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,8.1,4,Unish Singh,Adam Rossington,Jason Roy,,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,8.2,4,Unish Singh,Adam Rossington,Jason Roy,,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,8.3,6,Unish Singh,Adam Rossington,Jason Roy,deep mid wicket,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,8.4,0,Unish Singh,Adam Rossington,Jason Roy,point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,8.5,0,Unish Singh,Adam Rossington,Jason Roy,short fine leg,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,8.6,2,Unish Singh,Adam Rossington,Jason Roy,deep mid wicket,,,,2,0,0,0,0,0,2
21,1,Pokhara Avengers,Karnali Yaks,9.1,1,Dipendra Rawat,Jason Roy,Adam Rossington,sweeper,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,9.2,4,Dipendra Rawat,Adam Rossington,Jason Roy,extra covers,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,9.3,1,Dipendra Rawat,Adam Rossington,Jason Roy,sweeper,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,9.4,1,Dipendra Rawat,Jason Roy,Adam Rossington,square,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,9.5,4,Dipendra Rawat,Adam Rossington,Jason Roy,,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,9.6,1,Dipendra Rawat,Adam Rossington,Jason Roy,long on,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,10.1,0,Sompal Kami,Adam Rossington,Jason Roy,backward point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,10.2,1,Sompal Kami,Adam Rossington,Jason Roy,mid wicket,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,10.3,0,Sompal Kami,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,10.4,1,Sompal Kami,Jason Roy,Adam Rossington,deep mid wicket,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,10.5,6,Sompal Kami,Adam Rossington,Jason Roy,deep square leg,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,10.6,6,Sompal Kami,Adam Rossington,Jason Roy,deep mid wicket,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,11.1,0,Gulshan Jha,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,11.2,1,Gulshan Jha,Jason Roy,Adam Rossington,third man,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,11.3,1,Gulshan Jha,Adam Rossington,Jason Roy,long off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,11.4,3,Gulshan Jha,Jason Roy,Adam Rossington,covers,,,,3,0,0,0,0,0,3
21,1,Pokhara Avengers,Karnali Yaks,11.5,4,Gulshan Jha,Adam Rossington,Jason Roy,square,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,11.6,0,Gulshan Jha,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,12.1,1w,Nandan Yadav,Jason Roy,Adam Rossington,,,,,0,1,0,0,0,1,1
21,1,Pokhara Avengers,Karnali Yaks,12.1,0,Nandan Yadav,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,12.2,1,Nandan Yadav,Jason Roy,Adam Rossington,long off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,12.3,1,Nandan Yadav,Adam Rossington,Jason Roy,mid wicket,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,12.4,1,Nandan Yadav,Jason Roy,Adam Rossington,mid off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,12.5,4,Nandan Yadav,Adam Rossington,Jason Roy,covers,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,12.6,0,Nandan Yadav,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,13.1,1w,Gulshan Jha,Jason Roy,Adam Rossington,,,,,0,1,0,0,0,1,1
21,1,Pokhara Avengers,Karnali Yaks,13.1,0,Gulshan Jha,Jason Roy,Adam Rossington,point,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,13.2,6,Gulshan Jha,Jason Roy,Adam Rossington,long on,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,13.3,1,Gulshan Jha,Jason Roy,Adam Rossington,long on,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,13.4,1,Gulshan Jha,Adam Rossington,Jason Roy,short third man,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,13.5,1,Gulshan Jha,Jason Roy,Adam Rossington,fine leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,13.6,0,Gulshan Jha,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,14.1,1,Mark Watt,Jason Roy,Adam Rossington,deep square leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,14.2,6,Mark Watt,Adam Rossington,Jason Roy,long on,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,14.3,0,Mark Watt,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,14.4,4,Mark Watt,Adam Rossington,Jason Roy,mid on,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,14.5,1,Mark Watt,Adam Rossington,Jason Roy,deep mid wicket,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,14.6,0,Mark Watt,Jason Roy,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,15.1,1,Sompal Kami,Adam Rossington,Jason Roy,,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,15.2,4,Sompal Kami,Jason Roy,Adam Rossington,deep mid wicket,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,15.3,1,Sompal Kami,Jason Roy,Adam Rossington,deep square leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,15.4,6,Sompal Kami,Adam Rossington,Jason Roy,deep square leg,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,15.5,0,Sompal Kami,Adam Rossington,Jason Roy,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,15.6,1,Sompal Kami,Adam Rossington,Jason Roy,mid off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,16.1,1,Nandan Yadav,Adam Rossington,Jason Roy,long on,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,16.2,1,Nandan Yadav,Jason Roy,Adam Rossington,long off,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,16.3,1,Nandan Yadav,Adam Rossington,Jason Roy,short fine leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,16.4,6,Nandan Yadav,Jason Roy,Adam Rossington,,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,16.5,1w,Nandan Yadav,Jason Roy,Adam Rossington,,,,,0,1,0,0,0,1,1
21,1,Pokhara Avengers,Karnali Yaks,16.5,W,Nandan Yadav,Jason Roy,Adam Rossington,deep covers,Jason Roy,caught,Priyank Panchal,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,16.6,0,Nandan Yadav,Dhananjaya Lakshan,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,17.1,1,Sompal Kami,Adam Rossington,Dhananjaya Lakshan,short fine leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,17.2,4,Sompal Kami,Dhananjaya Lakshan,Adam Rossington,,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,17.3,4,Sompal Kami,Dhananjaya Lakshan,Adam Rossington,mid off,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,17.4,4,Sompal Kami,Dhananjaya Lakshan,Adam Rossington,third man,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,17.5,1,Sompal Kami,Dhananjaya Lakshan,Adam Rossington,straight,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,17.6,1,Sompal Kami,Adam Rossington,Dhananjaya Lakshan,deep square leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,18.1,0,Nandan Yadav,Adam Rossington,Dhananjaya Lakshan,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,18.2,1,Nandan Yadav,Adam Rossington,Dhananjaya Lakshan,straight,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,18.3,0,Nandan Yadav,Dhananjaya Lakshan,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,18.4,0,Nandan Yadav,Dhananjaya Lakshan,Adam Rossington,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,18.5,1,Nandan Yadav,Dhananjaya Lakshan,Adam Rossington,square leg,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,18.6,3w,Nandan Yadav,Adam Rossington,Dhananjaya Lakshan,,,,,0,3,0,0,0,3,3
21,1,Pokhara Avengers,Karnali Yaks,18.6,4,Nandan Yadav,Adam Rossington,Dhananjaya Lakshan,point,,,,4,0,0,0,0,0,4
21,1,Pokhara Avengers,Karnali Yaks,19.1,6,Gulshan Jha,Dhananjaya Lakshan,Adam Rossington,deep mid wicket,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,19.2,2,Gulshan Jha,Dhananjaya Lakshan,Adam Rossington,point,,,,2,0,0,0,0,0,2
21,1,Pokhara Avengers,Karnali Yaks,19.3,1,Gulshan Jha,Dhananjaya Lakshan,Adam Rossington,covers,,,,1,0,0,0,0,0,1
21,1,Pokhara Avengers,Karnali Yaks,19.4,0,Gulshan Jha,Adam Rossington,Dhananjaya Lakshan,,,,,0,0,0,0,0,0,0
21,1,Pokhara Avengers,Karnali Yaks,19.5,6,Gulshan Jha,Adam Rossington,Dhananjaya Lakshan,deep square leg,,,,6,0,0,0,0,0,6
21,1,Pokhara Avengers,Karnali Yaks,19.6,1,Gulshan Jha,Adam Rossington,Dhananjaya Lakshan,deep covers,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,0.1,1w,Bipin Khatri,Mark Watt,Priyank Panchal,,,,,0,1,0,0,0,1,1
21,2,Karnali Yaks,Pokhara Avengers,0.1,6,Bipin Khatri,Mark Watt,Priyank Panchal,backward square leg,,,,6,0,0,0,0,0,6
21,2,Karnali Yaks,Pokhara Avengers,0.2,1,Bipin Khatri,Mark Watt,Priyank Panchal,mid wicket,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,0.3,1,Bipin Khatri,Priyank Panchal,Mark Watt,long off,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,0.4,6,Bipin Khatri,Mark Watt,Priyank Panchal,long off,,,,6,0,0,0,0,0,6
21,2,Karnali Yaks,Pokhara Avengers,0.5,1,Bipin Khatri,Mark Watt,Priyank Panchal,long on,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,0.6,1,Bipin Khatri,Priyank Panchal,Mark Watt,mid off,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,1.1,0,Dhananjaya Lakshan,Priyank Panchal,Mark Watt,,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,1.2,0,Dhananjaya Lakshan,Priyank Panchal,Mark Watt,third man,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,1.3,0,Dhananjaya Lakshan,Priyank Panchal,Mark Watt,third man,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,1.4,1,Dhananjaya Lakshan,Priyank Panchal,Mark Watt,mid wicket,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,1.5,1w,Dhananjaya Lakshan,Mark Watt,Priyank Panchal,,,,,0,1,0,0,0,1,1
21,2,Karnali Yaks,Pokhara Avengers,1.5,0,Dhananjaya Lakshan,Mark Watt,Priyank Panchal,mid off,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,1.6,1,Dhananjaya Lakshan,Mark Watt,Priyank Panchal,mid on,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,2.1,0,Rishi Dhawan,Mark Watt,Priyank Panchal,mid wicket,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,2.2,1,Rishi Dhawan,Mark Watt,Priyank Panchal,mid on,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,2.3,6,Rishi Dhawan,Priyank Panchal,Mark Watt,long on,,,,6,0,0,0,0,0,6
21,2,Karnali Yaks,Pokhara Avengers,2.4,6,Rishi Dhawan,Priyank Panchal,Mark Watt,long on,,,,6,0,0,0,0,0,6
21,2,Karnali Yaks,Pokhara Avengers,2.5,0,Rishi Dhawan,Priyank Panchal,Mark Watt,covers,,,,0,0,0,0,0,0,0
21,2,Karnali Yaks,Pokhara Avengers,2.6,1,Rishi Dhawan,Priyank Panchal,Mark Watt,mid on,,,,1,0,0,0,0,0,1
21,2,Karnali Yaks,Pokhara Avengers,3.1,W,Dhananjaya Lakshan,Priyank Panchal,Mark Watt,extra covers,Priyank Panchal,caught,Kushal Bhurtel,0,0,0,0,0,0,0
