match_no,inning,batting_team,bowling_team,ball_over,ball_result,bowler,batter,non_striker,shot_direction,player_out,dismissal_kind,fielders,batsman_runs,wide_runs,bye_runs,legbye_runs,noball_runs,extra_runs,total_runs
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.1,4lb,Karan KC,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,4,0,4,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.2,0,Karan KC,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.3,1,Karan KC,Lahiru Milantha,Aasif Sheikh,mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.4,0,Karan KC,Aasif Sheikh,Lahiru Milantha,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.5,1,Karan KC,Aasif Sheikh,Lahiru Milantha,third man,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,0.6,4,Karan KC,Lahiru Milantha,Aasif Sheikh,fine leg,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.1,4,Rashid Khan,Aasif Sheikh,Lahiru Milantha,covers,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.2,6,Rashid Khan,Aasif Sheikh,Lahiru Milantha,mid wicket,,,,6,0,0,0,0,0,6
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.3,0,Rashid Khan,Aasif Sheikh,Lahiru Milantha,covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.4,2,Rashid Khan,Aasif Sheikh,Lahiru Milantha,covers,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.5,0,Rashid Khan,Aasif Sheikh,Lahiru Milantha,mid wicket,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,1.6,4,Rashid Khan,Aasif Sheikh,Lahiru Milantha,covers,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.1,1,Milind Kumar,Lahiru Milantha,Aasif Sheikh,mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.2,1,Milind Kumar,Aasif Sheikh,Lahiru Milantha,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.3,0,Milind Kumar,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.4,1,Milind Kumar,Lahiru Milantha,Aasif Sheikh,long on,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.5,2,Milind Kumar,Aasif Sheikh,Lahiru Milantha,mid wicket,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,2.6,1,Milind Kumar,Aasif Sheikh,Lahiru Milantha,sweeper,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.1,0,Karan KC,Aasif Sheikh,Lahiru Milantha,covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.2,0,Karan KC,Aasif Sheikh,Lahiru Milantha,covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.3,1,Karan KC,Aasif Sheikh,Lahiru Milantha,third man,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.4,0,Karan KC,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.5,0,Karan KC,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,3.6,0,Karan KC,Lahiru Milantha,Aasif Sheikh,covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.1,1,Milind Kumar,Aasif Sheikh,Lahiru Milantha,long on,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.2,0,Milind Kumar,Lahiru Milantha,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.3,W,Milind Kumar,Lahiru Milantha,Aasif Sheikh,,Lahiru Milantha,caught,†John Simpson,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.4,0,Milind Kumar,Anil Sah,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.5,W,Milind Kumar,Anil Sah,Aasif Sheikh,mid wicket,Anil Sah,caught,Gerhard Erasmus,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,4.6,0,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.1,0,Gerhard Erasmus,Aasif Sheikh,Jan Nicol Loftie-Eaton,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.2,1,Gerhard Erasmus,Aasif Sheikh,Jan Nicol Loftie-Eaton,long on,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.3,0,Gerhard Erasmus,Jan Nicol Loftie-Eaton,Aasif Sheikh,mid wicket,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.4,1,Gerhard Erasmus,Jan Nicol Loftie-Eaton,Aasif Sheikh,square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.5,4,Gerhard Erasmus,Aasif Sheikh,Jan Nicol Loftie-Eaton,,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,5.6,0,Gerhard Erasmus,Aasif Sheikh,Jan Nicol Loftie-Eaton,mid wicket,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.1,1,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.2,1,Milind Kumar,Aasif Sheikh,Jan Nicol Loftie-Eaton,straight,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.3,0,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.4,0,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,point,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.5,0,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,6.6,W,Milind Kumar,Jan Nicol Loftie-Eaton,Aasif Sheikh,,Jan Nicol Loftie-Eaton,bowled,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.1,1,Shahab Alam,Aasif Sheikh,Sanjay Krishnamurthi,straight,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.2,0,Shahab Alam,Sanjay Krishnamurthi,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.3,1,Shahab Alam,Sanjay Krishnamurthi,Aasif Sheikh,fine leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.4,0,Shahab Alam,Aasif Sheikh,Sanjay Krishnamurthi,short extra covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.5,1,Shahab Alam,Aasif Sheikh,Sanjay Krishnamurthi,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,7.6,1,Shahab Alam,Sanjay Krishnamurthi,Aasif Sheikh,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.1,0,Santosh Yadav,Sanjay Krishnamurthi,Aasif Sheikh,short extra covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.2,0,Santosh Yadav,Sanjay Krishnamurthi,Aasif Sheikh,short extra covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.3,W,Santosh Yadav,Sanjay Krishnamurthi,Aasif Sheikh,mid off,Sanjay Krishnamurthi,bowled,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.4,1,Santosh Yadav,Mayan Yadav,Aasif Sheikh,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.5,4,Santosh Yadav,Aasif Sheikh,Mayan Yadav,backward point,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,8.6,0,Santosh Yadav,Aasif Sheikh,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.1,0,Shahab Alam,Mayan Yadav,Aasif Sheikh,backward point,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.2,0,Shahab Alam,Mayan Yadav,Aasif Sheikh,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.3,1,Shahab Alam,Mayan Yadav,Aasif Sheikh,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.4,2,Shahab Alam,Aasif Sheikh,Mayan Yadav,long on,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.5,1,Shahab Alam,Aasif Sheikh,Mayan Yadav,point,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,9.6,1,Shahab Alam,Mayan Yadav,Aasif Sheikh,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.1,1,Santosh Yadav,Mayan Yadav,Aasif Sheikh,deep mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.2,0,Santosh Yadav,Aasif Sheikh,Mayan Yadav,short fine leg,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.3,4,Santosh Yadav,Aasif Sheikh,Mayan Yadav,point,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.4,0,Santosh Yadav,Aasif Sheikh,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.5,0,Santosh Yadav,Aasif Sheikh,Mayan Yadav,mid on,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,10.6,1,Santosh Yadav,Aasif Sheikh,Mayan Yadav,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.1,1,Shahab Alam,Aasif Sheikh,Mayan Yadav,deep mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.2,1,Shahab Alam,Mayan Yadav,Aasif Sheikh,deep mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.3,4,Shahab Alam,Aasif Sheikh,Mayan Yadav,extra covers,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.4,1,Shahab Alam,Aasif Sheikh,Mayan Yadav,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.5,1,Shahab Alam,Mayan Yadav,Aasif Sheikh,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,11.6,0,Shahab Alam,Aasif Sheikh,Mayan Yadav,leg side,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.1,0,Santosh Yadav,Mayan Yadav,Aasif Sheikh,backward point,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.2,1,Santosh Yadav,Mayan Yadav,Aasif Sheikh,short fine leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.3,2,Santosh Yadav,Aasif Sheikh,Mayan Yadav,mid on,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.4,1,Santosh Yadav,Aasif Sheikh,Mayan Yadav,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.5,1,Santosh Yadav,Mayan Yadav,Aasif Sheikh,long on,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,12.6,1,Santosh Yadav,Aasif Sheikh,Mayan Yadav,deep mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.1,1,Shahab Alam,Aasif Sheikh,Mayan Yadav,backward square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.2,1,Shahab Alam,Mayan Yadav,Aasif Sheikh,deep covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.3,W,Shahab Alam,Aasif Sheikh,Mayan Yadav,,Aasif Sheikh,stumped,†John Simpson,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.4,0,Shahab Alam,Lahiru Samarakoon,Mayan Yadav,leg side,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.5,1,Shahab Alam,Lahiru Samarakoon,Mayan Yadav,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,13.6,0,Shahab Alam,Mayan Yadav,Lahiru Samarakoon,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.1,0,Milind Kumar,Lahiru Samarakoon,Mayan Yadav,covers,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.2,1,Milind Kumar,Lahiru Samarakoon,Mayan Yadav,extra covers,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.3,4,Milind Kumar,Mayan Yadav,Lahiru Samarakoon,fine leg,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.4,0,Milind Kumar,Mayan Yadav,Lahiru Samarakoon,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.5,1,Milind Kumar,Mayan Yadav,Lahiru Samarakoon,deep mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,14.6,0,Milind Kumar,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.1,0,Gerhard Erasmus,Mayan Yadav,Lahiru Samarakoon,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.2,1,Gerhard Erasmus,Mayan Yadav,Lahiru Samarakoon,deep square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.3,0,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.4,1,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,deep square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.5,1,Gerhard Erasmus,Mayan Yadav,Lahiru Samarakoon,backward square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,15.6,1,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.1,0,Karan KC,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.2,1,Karan KC,Lahiru Samarakoon,Mayan Yadav,backward square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.3,6,Karan KC,Mayan Yadav,Lahiru Samarakoon,square,,,,6,0,0,0,0,0,6
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.4,0,Karan KC,Mayan Yadav,Lahiru Samarakoon,backward point,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.5,2,Karan KC,Mayan Yadav,Lahiru Samarakoon,sweeper,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,16.6,2,Karan KC,Mayan Yadav,Lahiru Samarakoon,point,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.1,2,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,deep mid wicket,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.2,6,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,deep square leg,,,,6,0,0,0,0,0,6
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.3,0,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.4,1,Gerhard Erasmus,Lahiru Samarakoon,Mayan Yadav,,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.5,4,Gerhard Erasmus,Mayan Yadav,Lahiru Samarakoon,backward square leg,,,,4,0,0,0,0,0,4
1,1,Janakpur Bolts,Kathmandu Gorkhas,17.6,0,Gerhard Erasmus,Mayan Yadav,Lahiru Samarakoon,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.1,0,Rashid Khan,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.2,1lb,Rashid Khan,Lahiru Samarakoon,Mayan Yadav,backward point,,,,0,0,0,1,0,1,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.3,1,Rashid Khan,Mayan Yadav,Lahiru Samarakoon,deep square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.4,1,Rashid Khan,Lahiru Samarakoon,Mayan Yadav,mid wicket,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.5,0,Rashid Khan,Mayan Yadav,Lahiru Samarakoon,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,18.6,2,Rashid Khan,Mayan Yadav,Lahiru Samarakoon,mid off,,,,2,0,0,0,0,0,2
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.1,6,Karan KC,Lahiru Samarakoon,Mayan Yadav,deep mid wicket,,,,6,0,0,0,0,0,6
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.2,1,Karan KC,Lahiru Samarakoon,Mayan Yadav,backward square leg,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.3,1,Karan KC,Mayan Yadav,Lahiru Samarakoon,long off,,,,1,0,0,0,0,0,1
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.4,0,Karan KC,Lahiru Samarakoon,Mayan Yadav,,,,,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.5,W,Karan KC,Lahiru Samarakoon,Mayan Yadav,backward square leg,Lahiru Samarakoon,caught,Mohammad Aadil Alam,0,0,0,0,0,0,0
1,1,Janakpur Bolts,Kathmandu Gorkhas,19.6,4,Karan KC,Kishore Mahato,Mayan Yadav,extra covers,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.1,4,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,fine leg,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.2,0,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.3,0,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.4,1,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,mid on,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.5,1w,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,,,,,0,1,0,0,0,1,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.5,0,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,0.6,0,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,mid off,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.1,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.2,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.3,4,Anil Sah,Aakash Tripathi,Ben Charlesworth,covers,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.4,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,point,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.5,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,third man,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,1.6,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.1,4,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,point,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.2,0,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.3,4,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,third man,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.4,1,Kishore Mahato,Ben Charlesworth,Aakash Tripathi,mid wicket,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.5,0,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,2.6,0,Kishore Mahato,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.1,1,Anil Sah,Ben Charlesworth,Aakash Tripathi,mid wicket,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.2,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.3,4,Anil Sah,Aakash Tripathi,Ben Charlesworth,covers,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.4,4,Anil Sah,Aakash Tripathi,Ben Charlesworth,long on,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.5,1,Anil Sah,Aakash Tripathi,Ben Charlesworth,straight,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,3.6,1,Anil Sah,Ben Charlesworth,Aakash Tripathi,straight,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.1,0,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.2,1,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,deep mid wicket,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.3,0,Lalit Rajbanshi,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.4,1,Lalit Rajbanshi,Aakash Tripathi,Ben Charlesworth,square,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.5,4,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,covers,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,4.6,4,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,deep square leg,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.1,1,Rupesh Singh,Aakash Tripathi,Ben Charlesworth,square leg,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.2,0,Rupesh Singh,Ben Charlesworth,Aakash Tripathi,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.3,2,Rupesh Singh,Ben Charlesworth,Aakash Tripathi,deep mid wicket,,,,2,0,0,0,0,0,2
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.4,0,Rupesh Singh,Ben Charlesworth,Aakash Tripathi,straight,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.5,6,Rupesh Singh,Ben Charlesworth,Aakash Tripathi,mid wicket,,,,6,0,0,0,0,0,6
1,2,Kathmandu Gorkhas,Janakpur Bolts,5.6,6,Rupesh Singh,Ben Charlesworth,Aakash Tripathi,long on,,,,6,0,0,0,0,0,6
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.1,1lb,Lalit Rajbanshi,Aakash Tripathi,Ben Charlesworth,fine leg,,,,0,0,0,1,0,1,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.2,1,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,straight,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.3,0,Lalit Rajbanshi,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.4,1,Lalit Rajbanshi,Aakash Tripathi,Ben Charlesworth,square,,,,1,0,0,0,0,0,1
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.5,6,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,,,,,6,0,0,0,0,0,6
1,2,Kathmandu Gorkhas,Janakpur Bolts,6.6,4,Lalit Rajbanshi,Ben Charlesworth,Aakash Tripathi,covers,,,,4,0,0,0,0,0,4
1,2,Kathmandu Gorkhas,Janakpur Bolts,7.1,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,7.2,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
1,2,Kathmandu Gorkhas,Janakpur Bolts,7.3,0,Anil Sah,Aakash Tripathi,Ben Charlesworth,,,,,0,0,0,0,0,0,0
